#STAID, SOUID,    DATE,   RR, Q_RR
   173,   554,18580524,   90,    0
   173,   554,18580525,  415,    0
   173,   554,18580526,    0,    0
   173,   554,18580527,    0,    0
   173,   554,18580528,    0,    0
   173,   554,18580529,    0,    0
   173,   554,18580530,    0,    0
   173,   554,18580531,    0,    0
   173,   554,18580601,    0,    0
   173,   554,18580602,    0,    0
   173,   554,18580603,    0,    0
   173,   554,18580604,    0,    0
   173,   554,18580605,    0,    0
   173,   554,18580606,    0,    0
   173,   554,18580607,    0,    0
   173,   554,18580608,    0,    0
   173,   554,18580609,    0,    0
   173,   554,18580610,    0,    0
   173,   554,18580611,    0,    0
   173,   554,18580612,    0,    0
   173,   554,18580613,    0,    0
   173,   554,18580614,    0,    0
   173,   554,18580615,   70,    0
   173,   554,18580616,   45,    0
   173,   554,18580617,   23,    0
   173,   554,18580618,  135,    0
   173,   554,18580619,    0,    0
   173,   554,18580620,  316,    0
   173,   554,18580621,   23,    0
   173,   554,18580622,    0,    0
   173,   554,18580623,    0,    0
   173,   554,18580624,    0,    0
   173,   554,18580625,    0,    0
   173,   554,18580626,    0,    0
   173,   554,18580627,    0,    0
   173,   554,18580628,   34,    0
   173,   554,18580629,   23,    0
   173,   554,18580630,    0,    0
   173,   554,18580701,    0,    0
   173,   554,18580702,  338,    0
   173,   554,18580703,    0,    0
   173,   554,18580704,    0,    0
   173,   554,18580705,    0,    0
   173,   554,18580706,  321,    0
   173,   554,18580707,   90,    0
   173,   554,18580708,    0,    0
   173,   554,18580709,    0,    0
   173,   554,18580710,   23,    0
   173,   554,18580711,    0,    0
   173,   554,18580712,    0,    0
   173,   554,18580713,    0,    0
   173,   554,18580714,    0,    0
   173,   554,18580715,    0,    0
   173,   554,18580716,   23,    0
   173,   554,18580717,    0,    0
   173,   554,18580718,  248,    0
   173,   554,18580719,    0,    0
   173,   554,18580720,    0,    0
   173,   554,18580721,  334,    0
   173,   554,18580722,    0,    0
   173,   554,18580723,    0,    0
   173,   554,18580724,    0,    0
   173,   554,18580725,    0,    0
   173,   554,18580726,    0,    0
   173,   554,18580727,  158,    0
   173,   554,18580728,    0,    0
   173,   554,18580729,   91,    0
   173,   554,18580730,  271,    0
   173,   554,18580731,    0,    0
   173,   554,18580801,    0,    0
   173,   554,18580802,    0,    0
   173,   554,18580803,    0,    0
   173,   554,18580804,    0,    0
   173,   554,18580805,    0,    0
   173,   554,18580806,    0,    0
   173,   554,18580807,    0,    0
   173,   554,18580808,    0,    0
   173,   554,18580809,    0,    0
   173,   554,18580810,    0,    0
   173,   554,18580811,    0,    0
   173,   554,18580812,    0,    0
   173,   554,18580813,  135,    0
   173,   554,18580814,    0,    0
   173,   554,18580815,   90,    0
   173,   554,18580816,    0,    0
   173,   554,18580817,    0,    0
   173,   554,18580818,    0,    0
   173,   554,18580819,   45,    0
   173,   554,18580820,    0,    0
   173,   554,18580821,  113,    0
   173,   554,18580822,    0,    0
   173,   554,18580823,    0,    0
   173,   554,18580824,    0,    0
   173,   554,18580825,    7,    0
   173,   554,18580826,    0,    0
   173,   554,18580827,    0,    0
   173,   554,18580828,    0,    0
   173,   554,18580829,   45,    0
   173,   554,18580830,  147,    0
   173,   554,18580831,    0,    0
   173,   554,18580901,    0,    0
   173,   554,18580902,    0,    0
   173,   554,18580903,    0,    0
   173,   554,18580904,    0,    0
   173,   554,18580905,    0,    0
   173,   554,18580906,  158,    0
   173,   554,18580907,  180,    0
   173,   554,18580908,    0,    0
   173,   554,18580909,    0,    0
   173,   554,18580910,    0,    0
   173,   554,18580911,    0,    0
   173,   554,18580912,   45,    0
   173,   554,18580913,    0,    0
   173,   554,18580914,    0,    0
   173,   554,18580915,    0,    0
   173,   554,18580916,    0,    0
   173,   554,18580917,    0,    0
   173,   554,18580918,    0,    0
   173,   554,18580919,    0,    0
   173,   554,18580920,    0,    0
   173,   554,18580921,    0,    0
   173,   554,18580922,    0,    0
   173,   554,18580923,    0,    0
   173,   554,18580924,   32,    0
   173,   554,18580925,    0,    0
   173,   554,18580926,    0,    0
   173,   554,18580927,    0,    0
   173,   554,18580928,    0,    0
   173,   554,18580929,    0,    0
   173,   554,18580930,    0,    0
   173,   554,18581001,    1,    0
   173,   554,18581002,    0,    0
   173,   554,18581003,    0,    0
   173,   554,18581004,   68,    0
   173,   554,18581005,   18,    0
   173,   554,18581006,    0,    0
   173,   554,18581007,   68,    0
   173,   554,18581008,    0,    0
   173,   554,18581009,   68,    0
   173,   554,18581010,    0,    0
   173,   554,18581011,  469,    0
   173,   554,18581012,  135,    0
   173,   554,18581013,    0,    0
   173,   554,18581014,    0,    0
   173,   554,18581015,    0,    0
   173,   554,18581016,    0,    0
   173,   554,18581017,    0,    0
   173,   554,18581018,    0,    0
   173,   554,18581019,  142,    0
   173,   554,18581020,    4,    0
   173,   554,18581021,    0,    0
   173,   554,18581022,    0,    0
   173,   554,18581023,  135,    0
   173,   554,18581024,    0,    0
   173,   554,18581025,  203,    0
   173,   554,18581026,    0,    0
   173,   554,18581027,  113,    0
   173,   554,18581028,    0,    0
   173,   554,18581029,    0,    0
   173,   554,18581030,    0,    0
   173,   554,18581031,    0,    0
   173,   554,18581101,    0,    0
   173,   554,18581102,    0,    0
   173,   554,18581103,    0,    0
   173,   554,18581104,    0,    0
   173,   554,18581105,    0,    0
   173,   554,18581106,    0,    0
   173,   554,18581107,    0,    0
   173,   554,18581108,    0,    0
   173,   554,18581109,    0,    0
   173,   554,18581110,    0,    0
   173,   554,18581111,    0,    0
   173,   554,18581112,    0,    0
   173,   554,18581113,    0,    0
   173,   554,18581114,   23,    0
   173,   554,18581115,  226,    0
   173,   554,18581116,  158,    0
   173,   554,18581117,    0,    0
   173,   554,18581118,   45,    0
   173,   554,18581119,   68,    0
   173,   554,18581120,    0,    0
   173,   554,18581121,    0,    0
   173,   554,18581122,    0,    0
   173,   554,18581123,    0,    0
   173,   554,18581124,    0,    0
   173,   554,18581125,    0,    0
   173,   554,18581126,    9,    0
   173,   554,18581127,  271,    0
   173,   554,18581128,  293,    0
   173,   554,18581129,   28,    0
   173,   554,18581130,    0,    0
   173,   554,18581201,   54,    0
   173,   554,18581202,    0,    0
   173,   554,18581203,    0,    0
   173,   554,18581204,    0,    0
   173,   554,18581205,  200,    0
   173,   554,18581206,   68,    0
   173,   554,18581207,   23,    0
   173,   554,18581208,    0,    0
   173,   554,18581209,    0,    0
   173,   554,18581210,   68,    0
   173,   554,18581211,    0,    0
   173,   554,18581212,    0,    0
   173,   554,18581213,    0,    0
   173,   554,18581214,    0,    0
   173,   554,18581215,    0,    0
   173,   554,18581216,    0,    0
   173,   554,18581217,    0,    0
   173,   554,18581218,    0,    0
   173,   554,18581219,    0,    0
   173,   554,18581220,    0,    0
   173,   554,18581221,    0,    0
   173,   554,18581222,    0,    0
   173,   554,18581223,    0,    0
   173,   554,18581224,   79,    0
   173,   554,18581225,  113,    0
   173,   554,18581226,  102,    0
   173,   554,18581227,    0,    0
   173,   554,18581228,    0,    0
   173,   554,18581229,    0,    0
   173,   554,18581230,    0,    0
   173,   554,18581231,    0,    0
   173,   554,18590101,    0,    0
   173,   554,18590102,    0,    0
   173,   554,18590103,    0,    0
   173,   554,18590104,    0,    0
   173,   554,18590105,    0,    0
   173,   554,18590106,    0,    0
   173,   554,18590107,    0,    0
   173,   554,18590108,    0,    0
   173,   554,18590109,    0,    0
   173,   554,18590110,    0,    0
   173,   554,18590111,    0,    0
   173,   554,18590112,    0,    0
   173,   554,18590113,    0,    0
   173,   554,18590114,    0,    0
   173,   554,18590115,    0,    0
   173,   554,18590116,    0,    0
   173,   554,18590117,    0,    0
   173,   554,18590118,    0,    0
   173,   554,18590119,    7,    0
   173,   554,18590120,    0,    0
   173,   554,18590121,    0,    0
   173,   554,18590122,    0,    0
   173,   554,18590123,   23,    0
   173,   554,18590124,   27,    0
   173,   554,18590125,    0,    0
   173,   554,18590126,    0,    0
   173,   554,18590127,    0,    0
   173,   554,18590128,    0,    0
   173,   554,18590129,   68,    0
   173,   554,18590130,  113,    0
   173,   554,18590131,   90,    0
   173,   554,18590201,  360,    0
   173,   554,18590202,    0,    0
   173,   554,18590203,    0,    0
   173,   554,18590204,    0,    0
   173,   554,18590205,    0,    0
   173,   554,18590206,    0,    0
   173,   554,18590207,   36,    0
   173,   554,18590208,  226,    0
   173,   554,18590209,    0,    0
   173,   554,18590210,    0,    0
   173,   554,18590211,    0,    0
   173,   554,18590212,    0,    0
   173,   554,18590213,   23,    0
   173,   554,18590214,    0,    0
   173,   554,18590215,    0,    0
   173,   554,18590216,    0,    0
   173,   554,18590217,    0,    0
   173,   554,18590218,    0,    0
   173,   554,18590219,    0,    0
   173,   554,18590220,    0,    0
   173,   554,18590221,    0,    0
   173,   554,18590222,    0,    0
   173,   554,18590223,    0,    0
   173,   554,18590224,    0,    0
   173,   554,18590225,    0,    0
   173,   554,18590226,    0,    0
   173,   554,18590227,    0,    0
   173,   554,18590228,    0,    0
   173,   554,18590301,    0,    0
   173,   554,18590302,    0,    0
   173,   554,18590303,    0,    0
   173,   554,18590304,    0,    0
   173,   554,18590305,    0,    0
   173,   554,18590306,    0,    0
   173,   554,18590307,    0,    0
   173,   554,18590308,    0,    0
   173,   554,18590309,    0,    0
   173,   554,18590310,    0,    0
   173,   554,18590311,    0,    0
   173,   554,18590312,    0,    0
   173,   554,18590313,    0,    0
   173,   554,18590314,    0,    0
   173,   554,18590315,    0,    0
   173,   554,18590316,   18,    0
   173,   554,18590317,    0,    0
   173,   554,18590318,    0,    0
   173,   554,18590319,    0,    0
   173,   554,18590320,    0,    0
   173,   554,18590321,    0,    0
   173,   554,18590322,    0,    0
   173,   554,18590323,    0,    0
   173,   554,18590324,    0,    0
   173,   554,18590325,    0,    0
   173,   554,18590326,    0,    0
   173,   554,18590327,    0,    0
   173,   554,18590328,    0,    0
   173,   554,18590329,    0,    0
   173,   554,18590330,  135,    0
   173,   554,18590331,  338,    0
   173,   554,18590401,    0,    0
   173,   554,18590402,    0,    0
   173,   554,18590403,    0,    0
   173,   554,18590404,    0,    0
   173,   554,18590405,    0,    0
   173,   554,18590406,    0,    0
   173,   554,18590407,    0,    0
   173,   554,18590408,    0,    0
   173,   554,18590409,    0,    0
   173,   554,18590410,    0,    0
   173,   554,18590411,  158,    0
   173,   554,18590412,    0,    0
   173,   554,18590413,    0,    0
   173,   554,18590414,    0,    0
   173,   554,18590415,    0,    0
   173,   554,18590416,    0,    0
   173,   554,18590417,    0,    0
   173,   554,18590418,    0,    0
   173,   554,18590419,    0,    0
   173,   554,18590420,   23,    0
   173,   554,18590421,  135,    0
   173,   554,18590422,  124,    0
   173,   554,18590423,    0,    0
   173,   554,18590424,    0,    0
   173,   554,18590425,    0,    0
   173,   554,18590426,    0,    0
   173,   554,18590427,    0,    0
   173,   554,18590428,   50,    0
   173,   554,18590429,    0,    0
   173,   554,18590430,   23,    0
   173,   554,18590501,  169,    0
   173,   554,18590502,    0,    0
   173,   554,18590503,  131,    0
   173,   554,18590504,  602,    0
   173,   554,18590505,    0,    0
   173,   554,18590506,   45,    0
   173,   554,18590507,    0,    0
   173,   554,18590508,    0,    0
   173,   554,18590509,    0,    0
   173,   554,18590510,    0,    0
   173,   554,18590511,   23,    0
   173,   554,18590512,  361,    0
   173,   554,18590513,    7,    0
   173,   554,18590514,   14,    0
   173,   554,18590515,  293,    0
   173,   554,18590516,  135,    0
   173,   554,18590517,   23,    0
   173,   554,18590518,  129,    0
   173,   554,18590519,   23,    0
   173,   554,18590520,    0,    0
   173,   554,18590521,    0,    0
   173,   554,18590522,   68,    0
   173,   554,18590523,  158,    0
   173,   554,18590524,    0,    0
   173,   554,18590525,  271,    0
   173,   554,18590526,    0,    0
   173,   554,18590527,    0,    0
   173,   554,18590528,   45,    0
   173,   554,18590529,  293,    0
   173,   554,18590530,   90,    0
   173,   554,18590531,    0,    0
   173,   554,18590601,    0,    0
   173,   554,18590602,  158,    0
   173,   554,18590603,    0,    0
   173,   554,18590604,    0,    0
   173,   554,18590605,    0,    0
   173,   554,18590606,    0,    0
   173,   554,18590607,    0,    0
   173,   554,18590608,    0,    0
   173,   554,18590609,  230,    0
   173,   554,18590610,  117,    0
   173,   554,18590611,  552,    0
   173,   554,18590612,   47,    0
   173,   554,18590613,    0,    0
   173,   554,18590614,    0,    0
   173,   554,18590615,    0,    0
   173,   554,18590616,    0,    0
   173,   554,18590617,    0,    0
   173,   554,18590618,    0,    0
   173,   554,18590619,   27,    0
   173,   554,18590620,    0,    0
   173,   554,18590621,   68,    0
   173,   554,18590622,    0,    0
   173,   554,18590623,    0,    0
   173,   554,18590624,    0,    0
   173,   554,18590625,    0,    0
   173,   554,18590626,    0,    0
   173,   554,18590627,    0,    0
   173,   554,18590628,    0,    0
   173,   554,18590629,   23,    0
   173,   554,18590630,  203,    0
   173,   554,18590701,    0,    0
   173,   554,18590702,    0,    0
   173,   554,18590703,    0,    0
   173,   554,18590704,    0,    0
   173,   554,18590705,   68,    0
   173,   554,18590706,    0,    0
   173,   554,18590707,    0,    0
   173,   554,18590708,   19,    0
   173,   554,18590709,    0,    0
   173,   554,18590710,    0,    0
   173,   554,18590711,    0,    0
   173,   554,18590712,    0,    0
   173,   554,18590713,    0,    0
   173,   554,18590714,    0,    0
   173,   554,18590715,    0,    0
   173,   554,18590716,    0,    0
   173,   554,18590717,    0,    0
   173,   554,18590718,    0,    0
   173,   554,18590719,    0,    0
   173,   554,18590720,    0,    0
   173,   554,18590721,    0,    0
   173,   554,18590722,    0,    0
   173,   554,18590723,    0,    0
   173,   554,18590724,  135,    0
   173,   554,18590725,  338,    0
   173,   554,18590726,   29,    0
   173,   554,18590727,    0,    0
   173,   554,18590728,    0,    0
   173,   554,18590729,    0,    0
   173,   554,18590730,    0,    0
   173,   554,18590731,    0,    0
   173,   554,18590801,    0,    0
   173,   554,18590802,    0,    0
   173,   554,18590803,    0,    0
   173,   554,18590804,    0,    0
   173,   554,18590805,    0,    0
   173,   554,18590806,    0,    0
   173,   554,18590807,    0,    0
   173,   554,18590808,    0,    0
   173,   554,18590809,    0,    0
   173,   554,18590810,    0,    0
   173,   554,18590811,   90,    0
   173,   554,18590812,    0,    0
   173,   554,18590813,    0,    0
   173,   554,18590814,    0,    0
   173,   554,18590815,    0,    0
   173,   554,18590816,   34,    0
   173,   554,18590817,    0,    0
   173,   554,18590818,    0,    0
   173,   554,18590819,    7,    0
   173,   554,18590820,    0,    0
   173,   554,18590821,    0,    0
   173,   554,18590822,    0,    0
   173,   554,18590823,    0,    0
   173,   554,18590824,    0,    0
   173,   554,18590825,    0,    0
   173,   554,18590826,    0,    0
   173,   554,18590827,    0,    0
   173,   554,18590828,    0,    0
   173,   554,18590829,    0,    0
   173,   554,18590830,  846,    0
   173,   554,18590831,    0,    0
   173,   554,18590901,    0,    0
   173,   554,18590902,    0,    0
   173,   554,18590903,    0,    0
   173,   554,18590904,    0,    0
   173,   554,18590905,   23,    0
   173,   554,18590906,    0,    0
   173,   554,18590907,    0,    0
   173,   554,18590908,    0,    0
   173,   554,18590909,    0,    0
   173,   554,18590910,    0,    0
   173,   554,18590911,    0,    0
   173,   554,18590912,    0,    0
   173,   554,18590913,    7,    0
   173,   554,18590914,    0,    0
   173,   554,18590915,    0,    0
   173,   554,18590916,  135,    0
   173,   554,18590917,    0,    0
   173,   554,18590918,   90,    0
   173,   554,18590919,    0,    0
   173,   554,18590920,    0,    0
   173,   554,18590921,    0,    0
   173,   554,18590922,    0,    0
   173,   554,18590923,    0,    0
   173,   554,18590924,    0,    0
   173,   554,18590925,    0,    0
   173,   554,18590926,    0,    0
   173,   554,18590927,    0,    0
   173,   554,18590928,    0,    0
   173,   554,18590929,   45,    0
   173,   554,18590930,    0,    0
   173,   554,18591001,    0,    0
   173,   554,18591002,    0,    0
   173,   554,18591003,    0,    0
   173,   554,18591004,    0,    0
   173,   554,18591005,    0,    0
   173,   554,18591006,    0,    0
   173,   554,18591007,    0,    0
   173,   554,18591008,    0,    0
   173,   554,18591009,    0,    0
   173,   554,18591010,    0,    0
   173,   554,18591011,    0,    0
   173,   554,18591012,  113,    0
   173,   554,18591013,    0,    0
   173,   554,18591014,    0,    0
   173,   554,18591015,   45,    0
   173,   554,18591016,   68,    0
   173,   554,18591017,   90,    0
   173,   554,18591018,    0,    0
   173,   554,18591019,  564,    0
   173,   554,18591020,  338,    0
   173,   554,18591021,  135,    0
   173,   554,18591022,    0,    0
   173,   554,18591023,  226,    0
   173,   554,18591024,    0,    0
   173,   554,18591025,    0,    0
   173,   554,18591026,  280,    0
   173,   554,18591027,    0,    0
   173,   554,18591028,  120,    0
   173,   554,18591029,  113,    0
   173,   554,18591030,    0,    0
   173,   554,18591031,    0,    0
   173,   554,18591101,    0,    0
   173,   554,18591102,    0,    0
   173,   554,18591103,    0,    0
   173,   554,18591104,   95,    0
   173,   554,18591105,    0,    0
   173,   554,18591106,    0,    0
   173,   554,18591107,    0,    0
   173,   554,18591108,    0,    0
   173,   554,18591109,    0,    0
   173,   554,18591110,    0,    0
   173,   554,18591111,    0,    0
   173,   554,18591112,    0,    0
   173,   554,18591113,    0,    0
   173,   554,18591114,    0,    0
   173,   554,18591115,    0,    0
   173,   554,18591116,    0,    0
   173,   554,18591117,   95,    0
   173,   554,18591118,    0,    0
   173,   554,18591119,    0,    0
   173,   554,18591120,    0,    0
   173,   554,18591121,    0,    0
   173,   554,18591122,    0,    0
   173,   554,18591123,    0,    0
   173,   554,18591124,   23,    0
   173,   554,18591125,   50,    0
   173,   554,18591126,  158,    0
   173,   554,18591127,   68,    0
   173,   554,18591128,    3,    0
   173,   554,18591129,    0,    0
   173,   554,18591130,    0,    0
   173,   554,18591201,  361,    0
   173,   554,18591202,  147,    0
   173,   554,18591203,  346,    0
   173,   554,18591204,    0,    0
   173,   554,18591205,    0,    0
   173,   554,18591206,    0,    0
   173,   554,18591207,    0,    0
   173,   554,18591208,    0,    0
   173,   554,18591209,    0,    0
   173,   554,18591210,    0,    0
   173,   554,18591211,    0,    0
   173,   554,18591212,    0,    0
   173,   554,18591213,    0,    0
   173,   554,18591214,    0,    0
   173,   554,18591215,    0,    0
   173,   554,18591216,    0,    0
   173,   554,18591217,    0,    0
   173,   554,18591218,    0,    0
   173,   554,18591219,    0,    0
   173,   554,18591220,    0,    0
   173,   554,18591221,    0,    0
   173,   554,18591222,    0,    0
   173,   554,18591223,    0,    0
   173,   554,18591224,    0,    0
   173,   554,18591225,    0,    0
   173,   554,18591226,    0,    0
   173,   554,18591227,    0,    0
   173,   554,18591228,    0,    0
   173,   554,18591229,    0,    0
   173,   554,18591230,    0,    0
   173,   554,18591231,    0,    0
   173,   554,18600101,    0,    0
   173,   554,18600102,    0,    0
   173,   554,18600103,    0,    0
   173,   554,18600104,    0,    0
   173,   554,18600105,    0,    0
   173,   554,18600106,    0,    0
   173,   554,18600107,    0,    0
   173,   554,18600108,    0,    0
   173,   554,18600109,    0,    0
   173,   554,18600110,    0,    0
   173,   554,18600111,    0,    0
   173,   554,18600112,    0,    0
   173,   554,18600113,    0,    0
   173,   554,18600114,    0,    0
   173,   554,18600115,    0,    0
   173,   554,18600116,    0,    0
   173,   554,18600117,    0,    0
   173,   554,18600118,    0,    0
   173,   554,18600119,    0,    0
   173,   554,18600120,   34,    0
   173,   554,18600121,   79,    0
   173,   554,18600122,    0,    0
   173,   554,18600123,    0,    0
   173,   554,18600124,    0,    0
   173,   554,18600125,    0,    0
   173,   554,18600126,    0,    0
   173,   554,18600127,    0,    0
   173,   554,18600128,    0,    0
   173,   554,18600129,    0,    0
   173,   554,18600130,    0,    0
   173,   554,18600131,    0,    0
   173,   554,18600201,   45,    0
   173,   554,18600202,   23,    0
   173,   554,18600203,    0,    0
   173,   554,18600204,    0,    0
   173,   554,18600205,    0,    0
   173,   554,18600206,    0,    0
   173,   554,18600207,    0,    0
   173,   554,18600208,    0,    0
   173,   554,18600209,    0,    0
   173,   554,18600210,   11,    0
   173,   554,18600211,   17,    0
   173,   554,18600212,    0,    0
   173,   554,18600213,   41,    0
   173,   554,18600214,    0,    0
   173,   554,18600215,    0,    0
   173,   554,18600216,    0,    0
   173,   554,18600217,    0,    0
   173,   554,18600218,    0,    0
   173,   554,18600219,   34,    0
   173,   554,18600220,   68,    0
   173,   554,18600221,    0,    0
   173,   554,18600222,    0,    0
   173,   554,18600223,    0,    0
   173,   554,18600224,    0,    0
   173,   554,18600225,    0,    0
   173,   554,18600226,    0,    0
   173,   554,18600227,   45,    0
   173,   554,18600228,    0,    0
   173,   554,18600229,    0,    0
   173,   554,18600301,    0,    0
   173,   554,18600302,   34,    0
   173,   554,18600303,    0,    0
   173,   554,18600304,    0,    0
   173,   554,18600305,    0,    0
   173,   554,18600306,    0,    0
   173,   554,18600307,    0,    0
   173,   554,18600308,    0,    0
   173,   554,18600309,   91,    0
   173,   554,18600310,    0,    0
   173,   554,18600311,    0,    0
   173,   554,18600312,    0,    0
   173,   554,18600313,   11,    0
   173,   554,18600314,    0,    0
   173,   554,18600315,    0,    0
   173,   554,18600316,    0,    0
   173,   554,18600317,    0,    0
   173,   554,18600318,    0,    0
   173,   554,18600319,    0,    0
   173,   554,18600320,    0,    0
   173,   554,18600321,    0,    0
   173,   554,18600322,    0,    0
   173,   554,18600323,    0,    0
   173,   554,18600324,   91,    0
   173,   554,18600325,    0,    0
   173,   554,18600326,    0,    0
   173,   554,18600327,    0,    0
   173,   554,18600328,    0,    0
   173,   554,18600329,    0,    0
   173,   554,18600330,    0,    0
   173,   554,18600331,    0,    0
   173,   554,18600401,   45,    0
   173,   554,18600402,    0,    0
   173,   554,18600403,   40,    0
   173,   554,18600404,   91,    0
   173,   554,18600405,  142,    0
   173,   554,18600406,  295,    0
   173,   554,18600407,  102,    0
   173,   554,18600408,  306,    0
   173,   554,18600409,    0,    0
   173,   554,18600410,  227,    0
   173,   554,18600411,  113,    0
   173,   554,18600412,    0,    0
   173,   554,18600413,    0,    0
   173,   554,18600414,    0,    0
   173,   554,18600415,   23,    0
   173,   554,18600416,    0,    0
   173,   554,18600417,   11,    0
   173,   554,18600418,   45,    0
   173,   554,18600419,  113,    0
   173,   554,18600420,   68,    0
   173,   554,18600421,   45,    0
   173,   554,18600422,   34,    0
   173,   554,18600423,    0,    0
   173,   554,18600424,  125,    0
   173,   554,18600425,   91,    0
   173,   554,18600426,    0,    0
   173,   554,18600427,    0,    0
   173,   554,18600428,   68,    0
   173,   554,18600429,  113,    0
   173,   554,18600430,  113,    0
   173,   554,18600501,  442,    0
   173,   554,18600502,    0,    0
   173,   554,18600503,    0,    0
   173,   554,18600504,    0,    0
   173,   554,18600505,    0,    0
   173,   554,18600506,    0,    0
   173,   554,18600507,   11,    0
   173,   554,18600508,   68,    0
   173,   554,18600509,    0,    0
   173,   554,18600510,    0,    0
   173,   554,18600511,    0,    0
   173,   554,18600512,    0,    0
   173,   554,18600513,  283,    0
   173,   554,18600514,   79,    0
   173,   554,18600515,   11,    0
   173,   554,18600516,    0,    0
   173,   554,18600517,    0,    0
   173,   554,18600518,    0,    0
   173,   554,18600519,    0,    0
   173,   554,18600520,   91,    0
